epochs,function,layer 1,layer 2,layer 3,learning rate,test MSE,Percentage movement correct,Ratio Made
5000.0,Relu,32.0,64.0,16.0,0.003,0.014125403016805649,58.33333206176758,2.7306106090545654
10000.0,TanhShrink,32.0,64.0,16.0,0.003,0.012997720390558243,51.587303161621094,1.7092831134796143
10000.0,Relu,32.0,64.0,16.0,0.003,0.021031340584158897,50.0,1.9493335485458374
3000.0,TanhShrink,32.0,64.0,16.0,0.001,0.00830645952373743,57.14285659790039,2.5109434127807617
3000.0,Relu,32.0,64.0,16.0,0.001,0.01218394935131073,54.36507797241211,1.8933169841766357
5000.0,TanhShrink,32.0,64.0,16.0,0.001,0.008716524578630924,58.730159759521484,2.238344669342041
5000.0,Relu,128.0,64.0,8.0,0.001,0.012960078194737434,51.587303161621094,1.8139679431915283
5000.0,Relu,32.0,64.0,16.0,0.001,0.020952176302671432,58.33333206176758,2.4694035053253174
10000.0,TanhShrink,32.0,64.0,16.0,0.001,0.00997320655733347,53.57143020629883,2.0391323566436768
10000.0,Relu,32.0,64.0,16.0,0.001,0.017571521922945976,55.158729553222656,1.805606722831726
3000.0,TanhShrink,32.0,64.0,8.0,0.03,0.010501835495233536,52.77777862548828,2.03669810295105
3000.0,Relu,32.0,64.0,8.0,0.03,0.013194999657571316,56.349205017089844,2.7356152534484863
5000.0,TanhShrink,32.0,64.0,8.0,0.03,0.008330464363098145,52.380950927734375,1.9370582103729248
5000.0,Relu,32.0,64.0,8.0,0.03,0.013679888099431992,55.158729553222656,2.460211992263794
10000.0,TanhShrink,32.0,64.0,8.0,0.03,0.008791683241724968,53.96825408935547,2.1348800659179688
10000.0,Relu,32.0,64.0,8.0,0.03,0.023087505251169205,54.761905670166016,2.0711536407470703
3000.0,TanhShrink,32.0,64.0,8.0,0.003,0.007747421972453594,55.55555725097656,1.9486747980117798
10000.0,TanhShrink,128.0,64.0,8.0,0.001,0.01143758837133646,57.5396842956543,2.3674020767211914
3000.0,Relu,32.0,64.0,8.0,0.003,0.009141875430941582,61.11111068725586,2.587369680404663
5000.0,TanhShrink,32.0,64.0,8.0,0.003,0.01187252625823021,57.93650817871094,2.030844211578369
5000.0,Relu,32.0,64.0,8.0,0.003,0.01779025048017502,53.57143020629883,1.7348544597625732
10000.0,TanhShrink,32.0,64.0,8.0,0.003,0.009913056157529354,57.14285659790039,2.301670789718628
10000.0,Relu,32.0,64.0,8.0,0.003,0.02059362642467022,49.20634841918945,1.5762686729431152
3000.0,TanhShrink,32.0,64.0,8.0,0.001,0.0078063360415399075,55.158729553222656,2.4581851959228516
3000.0,Relu,32.0,64.0,8.0,0.001,0.010684847831726074,53.96825408935547,1.6241114139556885
5000.0,TanhShrink,32.0,64.0,8.0,0.001,0.00790292676538229,51.19047546386719,1.9329948425292969
5000.0,Relu,32.0,64.0,8.0,0.001,0.014509668573737144,50.0,1.4962084293365479
10000.0,TanhShrink,32.0,64.0,8.0,0.001,0.009446960873901844,58.33333206176758,2.310905933380127
10000.0,Relu,128.0,64.0,8.0,0.001,0.013735644519329071,52.380950927734375,1.880118489265442
10000.0,Relu,32.0,64.0,8.0,0.001,0.017051154747605324,52.380950927734375,1.746762752532959
3000.0,TanhShrink,32.0,64.0,4.0,0.03,0.009826448746025562,50.39682388305664,1.8079122304916382
3000.0,Relu,32.0,64.0,4.0,0.03,0.012850423343479633,54.761905670166016,1.868782877922058
5000.0,TanhShrink,32.0,64.0,4.0,0.03,0.00875480379909277,53.17460250854492,1.764460802078247
5000.0,Relu,32.0,64.0,4.0,0.03,0.013956531882286072,55.9523811340332,2.057238817214966
10000.0,TanhShrink,32.0,64.0,4.0,0.03,0.007479379419237375,53.57143020629883,2.0525519847869873
10000.0,Relu,32.0,64.0,4.0,0.03,0.017941009253263474,51.587303161621094,2.3540053367614746
3000.0,TanhShrink,32.0,64.0,4.0,0.003,0.007975185289978981,54.36507797241211,2.448235511779785
3000.0,Relu,32.0,64.0,4.0,0.003,0.011026219464838505,55.55555725097656,1.9347306489944458
5000.0,TanhShrink,32.0,64.0,4.0,0.003,0.008872618898749352,52.77777862548828,1.8399486541748047
3000.0,TanhShrink,128.0,64.0,4.0,0.03,0.02669209986925125,50.39682388305664,1.6325321197509766
5000.0,Relu,32.0,64.0,4.0,0.003,0.01024232991039753,55.9523811340332,2.734496593475342
10000.0,TanhShrink,32.0,64.0,4.0,0.003,0.012803645804524422,55.158729553222656,1.8492329120635986
10000.0,Relu,32.0,64.0,4.0,0.003,0.013942083343863487,52.77777862548828,1.8964840173721313
3000.0,TanhShrink,32.0,64.0,4.0,0.001,0.007254790980368853,52.380950927734375,1.7106877565383911
3000.0,Relu,32.0,64.0,4.0,0.001,0.01115493569523096,52.380950927734375,1.8996881246566772
5000.0,TanhShrink,32.0,64.0,4.0,0.001,0.02016596682369709,50.79365158081055,1.6445207595825195
5000.0,Relu,32.0,64.0,4.0,0.001,0.012613103725016117,53.57143020629883,2.0353546142578125
10000.0,TanhShrink,32.0,64.0,4.0,0.001,0.011208976618945599,56.349205017089844,2.039311170578003
10000.0,Relu,32.0,64.0,4.0,0.001,0.01987062208354473,55.158729553222656,2.0437870025634766
3000.0,TanhShrink,32.0,32.0,16.0,0.03,0.008129194378852844,56.349205017089844,2.611923933029175
3000.0,Relu,128.0,64.0,4.0,0.03,0.012807110324501991,50.0,1.6756796836853027
3000.0,Relu,32.0,32.0,16.0,0.03,0.011450362391769886,57.14285659790039,2.046351432800293
5000.0,TanhShrink,32.0,32.0,16.0,0.03,0.012113084085285664,55.55555725097656,2.0267090797424316
5000.0,Relu,32.0,32.0,16.0,0.03,0.015736104920506477,54.36507797241211,1.7209933996200562
10000.0,TanhShrink,32.0,32.0,16.0,0.03,0.32685238122940063,55.158729553222656,1.7076791524887085
10000.0,Relu,32.0,32.0,16.0,0.03,0.011132064275443554,51.984127044677734,1.6082779169082642
3000.0,TanhShrink,32.0,32.0,16.0,0.003,0.007864935323596,58.33333206176758,2.13419246673584
3000.0,Relu,32.0,32.0,16.0,0.003,0.01617574691772461,55.158729553222656,2.607452392578125
5000.0,TanhShrink,32.0,32.0,16.0,0.003,0.009556017816066742,57.5396842956543,2.365640163421631
5000.0,Relu,32.0,32.0,16.0,0.003,0.015881435945630074,52.380950927734375,1.6254019737243652
10000.0,TanhShrink,32.0,32.0,16.0,0.003,0.01097453199326992,53.17460250854492,1.7892284393310547
5000.0,TanhShrink,128.0,64.0,4.0,0.03,0.01762351207435131,51.984127044677734,1.964744210243225
10000.0,Relu,32.0,32.0,16.0,0.003,0.020052863284945488,56.74603271484375,1.964483380317688
3000.0,TanhShrink,32.0,32.0,16.0,0.001,0.008258003741502762,53.96825408935547,2.203493118286133
3000.0,Relu,32.0,32.0,16.0,0.001,0.009950939565896988,55.158729553222656,2.273876905441284
5000.0,TanhShrink,32.0,32.0,16.0,0.001,0.008256611414253712,57.14285659790039,2.5236923694610596
5000.0,Relu,32.0,32.0,16.0,0.001,0.011188569478690624,52.77777862548828,1.926941990852356
10000.0,TanhShrink,32.0,32.0,16.0,0.001,0.01067466102540493,56.74603271484375,2.0514278411865234
10000.0,Relu,32.0,32.0,16.0,0.001,0.01381591148674488,53.57143020629883,1.821677565574646
3000.0,TanhShrink,32.0,32.0,8.0,0.03,0.01514604315161705,51.984127044677734,1.5160317420959473
3000.0,Relu,32.0,32.0,8.0,0.03,0.011796357110142708,52.77777862548828,2.0549468994140625
5000.0,TanhShrink,32.0,32.0,8.0,0.03,0.010309656150639057,53.57143020629883,2.0740253925323486
5000.0,Relu,128.0,64.0,16.0,0.03,0.012838829308748245,53.17460250854492,2.0800375938415527
5000.0,Relu,128.0,64.0,16.0,0.03,0.012838829308748245,53.17460250854492,2.0800375938415527
5000.0,Relu,128.0,64.0,4.0,0.03,0.014951834455132484,52.380950927734375,1.5567491054534912
5000.0,Relu,32.0,32.0,8.0,0.03,0.013046267442405224,56.74603271484375,2.0197508335113525
10000.0,TanhShrink,32.0,32.0,8.0,0.03,0.016765166074037552,58.33333206176758,1.8884354829788208
10000.0,Relu,32.0,32.0,8.0,0.03,0.01546806376427412,54.36507797241211,2.0602757930755615
3000.0,TanhShrink,32.0,32.0,8.0,0.003,0.007772289682179689,54.761905670166016,2.3504021167755127
3000.0,Relu,32.0,32.0,8.0,0.003,0.009635821916162968,56.349205017089844,2.277783155441284
5000.0,TanhShrink,32.0,32.0,8.0,0.003,0.008695184253156185,55.9523811340332,2.0031216144561768
5000.0,Relu,32.0,32.0,8.0,0.003,0.015444058924913406,54.36507797241211,1.931771993637085
10000.0,TanhShrink,32.0,32.0,8.0,0.003,0.01146196760237217,56.74603271484375,2.0955870151519775
10000.0,Relu,32.0,32.0,8.0,0.003,0.015386880375444889,55.9523811340332,2.504241466522217
3000.0,TanhShrink,32.0,32.0,8.0,0.001,0.007184932939708233,53.57143020629883,1.8980532884597778
10000.0,TanhShrink,128.0,64.0,4.0,0.03,0.0170940849930048,47.22222137451172,1.2296022176742554
3000.0,Relu,32.0,32.0,8.0,0.001,0.008652289398014545,53.17460250854492,1.745309591293335
5000.0,TanhShrink,32.0,32.0,8.0,0.001,0.008559183217585087,56.74603271484375,2.3878045082092285
5000.0,Relu,32.0,32.0,8.0,0.001,0.010854334570467472,47.22222137451172,1.3853830099105835
10000.0,TanhShrink,32.0,32.0,8.0,0.001,0.014342574402689934,55.55555725097656,2.069253921508789
10000.0,Relu,32.0,32.0,8.0,0.001,0.0147364167496562,54.761905670166016,2.049746036529541
3000.0,TanhShrink,32.0,32.0,4.0,0.03,0.009609543718397617,50.0,1.3885793685913086
3000.0,Relu,32.0,32.0,4.0,0.03,0.012000467628240585,56.349205017089844,1.896418809890747
5000.0,TanhShrink,32.0,32.0,4.0,0.03,0.013779906556010246,58.730159759521484,2.606642246246338
5000.0,Relu,32.0,32.0,4.0,0.03,0.012949000112712383,52.380950927734375,1.7013249397277832
10000.0,TanhShrink,32.0,32.0,4.0,0.03,0.008805401623249054,49.60317611694336,1.640673279762268
10000.0,Relu,128.0,64.0,4.0,0.03,0.038918863981962204,51.984127044677734,1.7581478357315063
10000.0,Relu,32.0,32.0,4.0,0.03,0.015490224584937096,53.57143020629883,1.663708209991455
3000.0,TanhShrink,32.0,32.0,4.0,0.003,0.007482473738491535,56.349205017089844,1.974520206451416
3000.0,Relu,32.0,32.0,4.0,0.003,0.010124558582901955,58.33333206176758,2.234365224838257
5000.0,TanhShrink,32.0,32.0,4.0,0.003,0.008456558920443058,57.14285659790039,2.2266407012939453
5000.0,Relu,32.0,32.0,4.0,0.003,0.011901019141077995,53.57143020629883,1.614327073097229
10000.0,TanhShrink,32.0,32.0,4.0,0.003,0.009875524789094925,57.93650817871094,2.0616767406463623
10000.0,Relu,32.0,32.0,4.0,0.003,0.01405354030430317,51.587303161621094,1.3759962320327759
3000.0,TanhShrink,32.0,32.0,4.0,0.001,0.008330943062901497,55.158729553222656,1.8567696809768677
3000.0,Relu,32.0,32.0,4.0,0.001,0.007929791696369648,53.17460250854492,1.8020116090774536
5000.0,TanhShrink,32.0,32.0,4.0,0.001,0.007863926701247692,57.14285659790039,1.9875011444091797
3000.0,TanhShrink,128.0,64.0,4.0,0.003,0.009835711680352688,54.761905670166016,1.8345985412597656
5000.0,Relu,32.0,32.0,4.0,0.001,0.010896408930420876,56.349205017089844,1.9521290063858032
10000.0,TanhShrink,32.0,32.0,4.0,0.001,0.009439614601433277,57.14285659790039,2.2284600734710693
10000.0,Relu,32.0,32.0,4.0,0.001,0.012484581209719181,53.57143020629883,2.0108120441436768
3000.0,TanhShrink,32.0,16.0,16.0,0.03,0.010224832221865654,56.349205017089844,2.5646252632141113
3000.0,Relu,32.0,16.0,16.0,0.03,0.01341201364994049,55.158729553222656,1.7459529638290405
5000.0,TanhShrink,32.0,16.0,16.0,0.03,0.011508110910654068,51.587303161621094,1.8063007593154907
5000.0,Relu,32.0,16.0,16.0,0.03,0.013247217051684856,56.349205017089844,2.192127227783203
10000.0,TanhShrink,32.0,16.0,16.0,0.03,0.008813791908323765,57.14285659790039,2.25734543800354
10000.0,Relu,32.0,16.0,16.0,0.03,0.012907584197819233,52.77777862548828,2.160236120223999
3000.0,TanhShrink,32.0,16.0,16.0,0.003,0.00801756326109171,56.74603271484375,2.5158379077911377
3000.0,Relu,128.0,64.0,4.0,0.003,0.012466112151741982,55.158729553222656,2.2744104862213135
3000.0,Relu,32.0,16.0,16.0,0.003,0.008306590840220451,58.33333206176758,2.6698904037475586
5000.0,TanhShrink,32.0,16.0,16.0,0.003,0.0089335348457098,60.31745910644531,2.9649572372436523
5000.0,Relu,32.0,16.0,16.0,0.003,0.013861496932804585,55.158729553222656,2.411789655685425
10000.0,TanhShrink,32.0,16.0,16.0,0.003,0.009766077622771263,57.5396842956543,2.3399710655212402
10000.0,Relu,32.0,16.0,16.0,0.003,0.012195982970297337,55.9523811340332,2.5515308380126953
3000.0,TanhShrink,32.0,16.0,16.0,0.001,0.006936442106962204,57.5396842956543,2.701172113418579
3000.0,Relu,32.0,16.0,16.0,0.001,0.00919661857187748,53.57143020629883,1.8055239915847778
5000.0,TanhShrink,32.0,16.0,16.0,0.001,0.0076094032265245914,54.36507797241211,1.7434190511703491
5000.0,Relu,32.0,16.0,16.0,0.001,0.011736712418496609,53.17460250854492,1.8252432346343994
10000.0,TanhShrink,32.0,16.0,16.0,0.001,0.009231374599039555,54.36507797241211,2.0210752487182617
5000.0,TanhShrink,128.0,64.0,4.0,0.003,0.010881884954869747,54.36507797241211,1.9541926383972168
10000.0,Relu,32.0,16.0,16.0,0.001,0.010546214878559113,55.158729553222656,2.2934484481811523
3000.0,TanhShrink,32.0,16.0,8.0,0.03,0.0106667410582304,53.17460250854492,2.0989577770233154
3000.0,Relu,32.0,16.0,8.0,0.03,0.013899678364396095,53.57143020629883,1.6934902667999268
5000.0,TanhShrink,32.0,16.0,8.0,0.03,0.012752898037433624,52.380950927734375,1.9576579332351685
5000.0,Relu,32.0,16.0,8.0,0.03,0.014108885079622269,53.96825408935547,1.7671951055526733
10000.0,TanhShrink,32.0,16.0,8.0,0.03,0.009107079356908798,56.74603271484375,2.086557388305664
10000.0,Relu,32.0,16.0,8.0,0.03,0.013877610675990582,53.57143020629883,1.6903969049453735
3000.0,TanhShrink,32.0,16.0,8.0,0.003,0.007581326644867659,53.57143020629883,2.152350664138794
3000.0,Relu,32.0,16.0,8.0,0.003,0.008807177655398846,60.31745910644531,2.4220051765441895
5000.0,TanhShrink,32.0,16.0,8.0,0.003,0.009145376272499561,57.14285659790039,1.9789657592773438
5000.0,Relu,128.0,64.0,4.0,0.003,0.011394773609936237,52.380950927734375,1.7091256380081177
5000.0,Relu,32.0,16.0,8.0,0.003,0.011858134530484676,52.380950927734375,1.6085151433944702
10000.0,TanhShrink,32.0,16.0,8.0,0.003,0.012352769263088703,53.57143020629883,1.942549228668213
10000.0,Relu,32.0,16.0,8.0,0.003,0.02013225480914116,50.0,1.6221400499343872
3000.0,TanhShrink,32.0,16.0,8.0,0.001,0.007257144432514906,55.55555725097656,2.293480396270752
3000.0,Relu,32.0,16.0,8.0,0.001,0.008630352094769478,57.14285659790039,2.449491500854492
5000.0,TanhShrink,32.0,16.0,8.0,0.001,0.007951101288199425,53.57143020629883,1.9335204362869263
5000.0,Relu,32.0,16.0,8.0,0.001,0.010785717517137527,52.380950927734375,1.4862545728683472
10000.0,TanhShrink,32.0,16.0,8.0,0.001,0.00877545215189457,54.761905670166016,1.98309326171875
10000.0,Relu,32.0,16.0,8.0,0.001,0.009844520129263401,54.36507797241211,2.0049562454223633
3000.0,TanhShrink,32.0,16.0,4.0,0.03,0.007594521157443523,55.158729553222656,1.89008367061615
10000.0,TanhShrink,128.0,64.0,4.0,0.003,0.011515827849507332,50.39682388305664,1.422437071800232
3000.0,Relu,32.0,16.0,4.0,0.03,0.009776579216122627,53.57143020629883,1.429033875465393
5000.0,TanhShrink,32.0,16.0,4.0,0.03,0.007628320716321468,54.36507797241211,1.957802653312683
5000.0,Relu,32.0,16.0,4.0,0.03,0.0134322764351964,55.158729553222656,1.988216519355774
10000.0,TanhShrink,32.0,16.0,4.0,0.03,0.008526518009603024,55.9523811340332,2.2233757972717285
10000.0,Relu,32.0,16.0,4.0,0.03,0.014870654791593552,56.74603271484375,2.5324018001556396
3000.0,TanhShrink,32.0,16.0,4.0,0.003,0.007467358373105526,55.9523811340332,2.255241632461548
3000.0,Relu,32.0,16.0,4.0,0.003,0.008098142221570015,48.80952453613281,1.44480299949646
5000.0,TanhShrink,32.0,16.0,4.0,0.003,0.008576096966862679,55.55555725097656,2.2461042404174805
5000.0,Relu,32.0,16.0,4.0,0.003,0.011161847971379757,54.36507797241211,1.7798219919204712
10000.0,TanhShrink,32.0,16.0,4.0,0.003,0.008798399940133095,62.30158615112305,3.3926918506622314
10000.0,Relu,128.0,64.0,4.0,0.003,0.018132084980607033,56.349205017089844,2.426758289337158
10000.0,Relu,32.0,16.0,4.0,0.003,0.012963194400072098,51.984127044677734,1.850748062133789
3000.0,TanhShrink,32.0,16.0,4.0,0.001,0.008647709153592587,52.380950927734375,1.5398812294006348
3000.0,Relu,32.0,16.0,4.0,0.001,0.009008361957967281,55.55555725097656,2.1044058799743652
5000.0,TanhShrink,32.0,16.0,4.0,0.001,0.007609515450894833,53.57143020629883,2.034752368927002
5000.0,Relu,32.0,16.0,4.0,0.001,0.010561204515397549,49.60317611694336,1.2671486139297485
10000.0,TanhShrink,32.0,16.0,4.0,0.001,0.009797468781471252,57.14285659790039,2.2094247341156006
10000.0,Relu,32.0,16.0,4.0,0.001,0.01203861553221941,55.55555725097656,1.855414628982544
3000.0,TanhShrink,128.0,64.0,4.0,0.001,0.008374476805329323,54.761905670166016,1.8000479936599731
10000.0,TanhShrink,128.0,64.0,16.0,0.03,0.017124753445386887,48.412696838378906,1.033042550086975
3000.0,Relu,128.0,64.0,4.0,0.001,0.010715986602008343,50.39682388305664,1.510741114616394
5000.0,TanhShrink,128.0,64.0,4.0,0.001,0.010474780574440956,53.96825408935547,1.944090485572815
5000.0,Relu,128.0,64.0,4.0,0.001,0.016017204150557518,49.60317611694336,1.6878513097763062
10000.0,TanhShrink,128.0,64.0,4.0,0.001,0.011695485562086105,58.730159759521484,2.3253934383392334
10000.0,Relu,128.0,64.0,4.0,0.001,0.0160004161298275,54.761905670166016,2.1208131313323975
3000.0,TanhShrink,128.0,32.0,16.0,0.03,0.2009325623512268,49.60317611694336,1.1942360401153564
3000.0,Relu,128.0,32.0,16.0,0.03,0.014605475589632988,53.17460250854492,2.037837028503418
5000.0,TanhShrink,128.0,32.0,16.0,0.03,0.0432765856385231,52.380950927734375,1.7806364297866821
5000.0,Relu,128.0,32.0,16.0,0.03,0.009210853837430477,54.761905670166016,1.7952802181243896
10000.0,TanhShrink,128.0,32.0,16.0,0.03,0.008470737375319004,52.380950927734375,2.1014745235443115
10000.0,Relu,128.0,64.0,16.0,0.03,0.0201043039560318,53.57143020629883,1.8399585485458374
10000.0,Relu,128.0,32.0,16.0,0.03,0.01745672896504402,48.412696838378906,1.4338350296020508
3000.0,TanhShrink,128.0,32.0,16.0,0.003,0.022238630801439285,55.55555725097656,1.722914457321167
3000.0,Relu,128.0,32.0,16.0,0.003,0.012453255243599415,58.33333206176758,2.4601030349731445
5000.0,TanhShrink,128.0,32.0,16.0,0.003,0.011453180573880672,51.587303161621094,1.8486560583114624
5000.0,Relu,128.0,32.0,16.0,0.003,0.01350680086761713,51.984127044677734,2.1704137325286865
10000.0,TanhShrink,128.0,32.0,16.0,0.003,0.01642441190779209,50.79365158081055,1.703744888305664
10000.0,Relu,128.0,32.0,16.0,0.003,0.015168651938438416,53.17460250854492,1.6127519607543945
3000.0,TanhShrink,128.0,32.0,16.0,0.001,0.00836722832173109,57.5396842956543,2.2642719745635986
3000.0,Relu,128.0,32.0,16.0,0.001,0.013543229550123215,54.761905670166016,1.8614460229873657
5000.0,TanhShrink,128.0,32.0,16.0,0.001,0.009172480553388596,55.55555725097656,1.9818699359893799
3000.0,TanhShrink,128.0,64.0,16.0,0.003,0.009603368118405342,55.55555725097656,2.022718906402588
5000.0,Relu,128.0,32.0,16.0,0.001,0.012614316307008266,52.380950927734375,1.96200692653656
10000.0,TanhShrink,128.0,32.0,16.0,0.001,0.01189911738038063,52.77777862548828,1.5645372867584229
10000.0,Relu,128.0,32.0,16.0,0.001,0.01424250565469265,52.77777862548828,1.809538722038269
3000.0,TanhShrink,128.0,32.0,8.0,0.03,0.10231833904981613,44.44444274902344,1.283482313156128
3000.0,Relu,128.0,32.0,8.0,0.03,0.012476721778512001,55.55555725097656,1.5888398885726929
5000.0,TanhShrink,128.0,32.0,8.0,0.03,0.017810527235269547,45.238094329833984,1.470879316329956
5000.0,Relu,128.0,32.0,8.0,0.03,0.01429208368062973,53.17460250854492,1.9196852445602417
10000.0,TanhShrink,128.0,32.0,8.0,0.03,0.009074961766600609,50.0,1.3861137628555298
10000.0,Relu,128.0,32.0,8.0,0.03,0.015209647826850414,50.0,1.7531944513320923
3000.0,TanhShrink,128.0,32.0,8.0,0.003,0.02260575257241726,56.349205017089844,1.8804786205291748
3000.0,Relu,128.0,64.0,16.0,0.003,0.013814474456012249,49.20634841918945,1.7514195442199707
3000.0,Relu,128.0,32.0,8.0,0.003,0.015221213921904564,52.380950927734375,1.7951828241348267
5000.0,TanhShrink,128.0,32.0,8.0,0.003,0.012723669409751892,53.17460250854492,1.783851146697998
5000.0,Relu,128.0,32.0,8.0,0.003,0.017984233796596527,51.587303161621094,1.4689621925354004
10000.0,TanhShrink,128.0,32.0,8.0,0.003,0.0127746956422925,51.587303161621094,1.827501654624939
10000.0,Relu,128.0,32.0,8.0,0.003,0.017775198444724083,54.761905670166016,2.013439893722534
3000.0,TanhShrink,128.0,32.0,8.0,0.001,0.007773357909172773,59.92063522338867,2.4729456901550293
3000.0,Relu,128.0,32.0,8.0,0.001,0.011705167591571808,54.761905670166016,2.0276029109954834
5000.0,TanhShrink,128.0,32.0,8.0,0.001,0.009747440926730633,56.74603271484375,1.9692628383636475
5000.0,Relu,128.0,32.0,8.0,0.001,0.01130110677331686,52.77777862548828,1.8889871835708618
10000.0,TanhShrink,128.0,32.0,8.0,0.001,0.01188972033560276,55.55555725097656,2.181201696395874
5000.0,TanhShrink,128.0,64.0,16.0,0.003,0.011106522753834724,55.55555725097656,2.2162539958953857
10000.0,Relu,128.0,32.0,8.0,0.001,0.01146356575191021,55.9523811340332,2.4360363483428955
3000.0,TanhShrink,128.0,32.0,4.0,0.03,0.011885323561728,51.984127044677734,1.8795726299285889
3000.0,Relu,128.0,32.0,4.0,0.03,0.018380237743258476,50.0,1.3972502946853638
5000.0,TanhShrink,128.0,32.0,4.0,0.03,0.008296329528093338,53.96825408935547,1.849344253540039
5000.0,Relu,128.0,32.0,4.0,0.03,0.013976812362670898,55.9523811340332,2.290818691253662
10000.0,TanhShrink,128.0,32.0,4.0,0.03,0.00920203048735857,51.984127044677734,1.647415041923523
10000.0,Relu,128.0,32.0,4.0,0.03,0.011471542529761791,53.96825408935547,2.3581185340881348
3000.0,TanhShrink,128.0,32.0,4.0,0.003,0.009775030426681042,55.55555725097656,1.958099126815796
3000.0,Relu,128.0,32.0,4.0,0.003,0.011000646278262138,53.96825408935547,1.994295597076416
5000.0,TanhShrink,128.0,32.0,4.0,0.003,0.01068874541670084,57.5396842956543,2.363492965698242
