epochs,function,layer 1,layer 2,layer 3,learning rate,test MSE,Percentage movement correct,Ratio Made
5000.0,Relu,64.0,16.0,16.0,0.03,0.013050159439444542,51.587303161621094,1.9512810707092285
10000.0,TanhShrink,64.0,16.0,16.0,0.03,0.01957092620432377,53.17460250854492,2.2738912105560303
10000.0,Relu,64.0,16.0,16.0,0.03,0.01531604491174221,55.9523811340332,2.2600390911102295
3000.0,TanhShrink,64.0,16.0,16.0,0.003,0.007729697972536087,57.93650817871094,2.601508617401123
3000.0,Relu,64.0,16.0,16.0,0.003,0.012526186183094978,53.96825408935547,1.8538154363632202
5000.0,TanhShrink,64.0,16.0,16.0,0.003,0.00886507611721754,57.93650817871094,2.2503228187561035
5000.0,Relu,128.0,64.0,8.0,0.003,0.012738839723169804,52.77777862548828,1.60261070728302
5000.0,Relu,64.0,16.0,16.0,0.003,0.013638296164572239,56.349205017089844,2.14211106300354
10000.0,TanhShrink,64.0,16.0,16.0,0.003,0.01271679438650608,53.17460250854492,1.7886433601379395
10000.0,Relu,64.0,16.0,16.0,0.003,0.013512575067579746,58.730159759521484,2.8619015216827393
3000.0,TanhShrink,64.0,16.0,16.0,0.001,0.007710570935159922,53.96825408935547,1.9186207056045532
3000.0,Relu,64.0,16.0,16.0,0.001,0.0087681720033288,57.93650817871094,2.3200366497039795
5000.0,TanhShrink,64.0,16.0,16.0,0.001,0.009133542887866497,56.349205017089844,2.210423469543457
5000.0,Relu,64.0,16.0,16.0,0.001,0.015649912878870964,51.19047546386719,1.6608928442001343
10000.0,TanhShrink,64.0,16.0,16.0,0.001,0.009962516836822033,54.761905670166016,1.886395812034607
10000.0,Relu,64.0,16.0,16.0,0.001,0.02102796547114849,52.380950927734375,1.807631254196167
3000.0,TanhShrink,64.0,16.0,8.0,0.03,0.0076021067798137665,54.36507797241211,2.0580179691314697
10000.0,TanhShrink,128.0,64.0,8.0,0.003,0.013127644546329975,53.96825408935547,1.778725028038025
3000.0,Relu,64.0,16.0,8.0,0.03,0.019071927294135094,47.22222137451172,1.4493558406829834
5000.0,TanhShrink,64.0,16.0,8.0,0.03,0.008739925920963287,48.412696838378906,1.5897425413131714
5000.0,Relu,64.0,16.0,8.0,0.03,0.015602977015078068,51.984127044677734,1.9661121368408203
10000.0,TanhShrink,64.0,16.0,8.0,0.03,0.011561243794858456,55.158729553222656,2.1409058570861816
10000.0,Relu,64.0,16.0,8.0,0.03,0.015674060210585594,57.93650817871094,2.40000319480896
3000.0,TanhShrink,64.0,16.0,8.0,0.003,0.007695714011788368,55.158729553222656,1.7634401321411133
3000.0,Relu,64.0,16.0,8.0,0.003,0.01141931489109993,56.74603271484375,1.9354008436203003
5000.0,TanhShrink,64.0,16.0,8.0,0.003,0.012300779111683369,56.349205017089844,2.179797410964966
5000.0,Relu,64.0,16.0,8.0,0.003,0.017816118896007538,49.20634841918945,1.4347572326660156
10000.0,TanhShrink,64.0,16.0,8.0,0.003,0.011295070871710777,55.158729553222656,1.892712950706482
5000.0,TanhShrink,128.0,64.0,16.0,0.03,0.011740353889763355,50.79365158081055,1.510951280593872
5000.0,TanhShrink,128.0,64.0,16.0,0.03,0.011740353889763355,50.79365158081055,1.510951280593872
10000.0,Relu,128.0,64.0,8.0,0.003,0.011696932837367058,57.5396842956543,2.4545767307281494
10000.0,Relu,64.0,16.0,8.0,0.003,0.014618739485740662,53.96825408935547,2.0590689182281494
3000.0,TanhShrink,64.0,16.0,8.0,0.001,0.007093991152942181,50.79365158081055,2.0935094356536865
3000.0,Relu,64.0,16.0,8.0,0.001,0.00799351092427969,56.349205017089844,2.0188651084899902
5000.0,TanhShrink,64.0,16.0,8.0,0.001,0.008018163964152336,58.33333206176758,2.7314064502716064
5000.0,Relu,64.0,16.0,8.0,0.001,0.013006350956857204,59.126983642578125,2.7400450706481934
10000.0,TanhShrink,64.0,16.0,8.0,0.001,0.01112926285713911,56.349205017089844,2.3167014122009277
10000.0,Relu,64.0,16.0,8.0,0.001,0.013721422292292118,52.77777862548828,1.691838264465332
3000.0,TanhShrink,64.0,16.0,4.0,0.03,0.014245071448385715,47.619049072265625,1.56609308719635
3000.0,Relu,64.0,16.0,4.0,0.03,0.01119129080325365,55.9523811340332,1.73256254196167
5000.0,TanhShrink,64.0,16.0,4.0,0.03,0.008506120182573795,56.74603271484375,2.4570441246032715
3000.0,TanhShrink,128.0,64.0,8.0,0.001,0.008516824804246426,57.93650817871094,2.2704296112060547
5000.0,Relu,64.0,16.0,4.0,0.03,0.011401291005313396,53.17460250854492,1.6935687065124512
10000.0,TanhShrink,64.0,16.0,4.0,0.03,0.008903558366000652,50.39682388305664,1.6787946224212646
10000.0,Relu,64.0,16.0,4.0,0.03,0.02129611186683178,50.39682388305664,2.099128007888794
3000.0,TanhShrink,64.0,16.0,4.0,0.003,0.008472849614918232,51.587303161621094,1.7416658401489258
3000.0,Relu,64.0,16.0,4.0,0.003,0.009825739078223705,55.9523811340332,2.1408989429473877
5000.0,TanhShrink,64.0,16.0,4.0,0.003,0.010118200443685055,55.158729553222656,2.1481454372406006
5000.0,Relu,64.0,16.0,4.0,0.003,0.015694046393036842,59.92063522338867,2.3836967945098877
10000.0,TanhShrink,64.0,16.0,4.0,0.003,0.010180020704865456,52.77777862548828,1.8828743696212769
10000.0,Relu,64.0,16.0,4.0,0.003,0.014675386250019073,54.36507797241211,1.7212685346603394
3000.0,TanhShrink,64.0,16.0,4.0,0.001,0.007778066676110029,53.96825408935547,2.664424180984497
3000.0,Relu,128.0,64.0,8.0,0.001,0.012021152302622795,54.36507797241211,1.748778223991394
3000.0,Relu,64.0,16.0,4.0,0.001,0.009902638383209705,52.77777862548828,1.7727854251861572
5000.0,TanhShrink,64.0,16.0,4.0,0.001,0.008576047606766224,54.36507797241211,1.9682012796401978
5000.0,Relu,64.0,16.0,4.0,0.001,0.010406284593045712,54.761905670166016,2.1276915073394775
10000.0,TanhShrink,64.0,16.0,4.0,0.001,0.011005965061485767,56.74603271484375,1.9057159423828125
10000.0,Relu,64.0,16.0,4.0,0.001,0.020467178896069527,54.761905670166016,2.1807572841644287
3000.0,TanhShrink,32.0,64.0,16.0,0.03,0.025448473170399666,53.57143020629883,2.15229868888855
3000.0,Relu,32.0,64.0,16.0,0.03,0.015270000323653221,56.349205017089844,2.3857762813568115
5000.0,TanhShrink,32.0,64.0,16.0,0.03,0.018145162612199783,50.0,1.6041772365570068
5000.0,Relu,32.0,64.0,16.0,0.03,0.015331167727708817,59.52381134033203,2.649698495864868
10000.0,TanhShrink,32.0,64.0,16.0,0.03,0.023739689961075783,49.60317611694336,1.7671034336090088
5000.0,TanhShrink,128.0,64.0,8.0,0.001,0.020616119727492332,51.19047546386719,1.6707260608673096
10000.0,Relu,32.0,64.0,16.0,0.03,0.008284308947622776,52.77777862548828,2.131793975830078
3000.0,TanhShrink,32.0,64.0,16.0,0.003,0.009388315491378307,57.14285659790039,2.178614377975464
3000.0,Relu,32.0,64.0,16.0,0.003,0.013224132359027863,50.0,1.4659665822982788
5000.0,TanhShrink,32.0,64.0,16.0,0.003,0.010165274143218994,55.158729553222656,1.9911231994628906
