Datetime,open,close,high,low,open_1,close_1,high_1,low_1,avg_price_5,avg_price_30,ratio_avg_price_5_30,username,followers_count,text,retweet_count,like_count,view_count,tags,sentiment_1,sentiment_2,sentiment_3
2024-02-20 19:00:00+00:00,51499.16796875,52080.46875,52084.92578125,51437.33203125,51316.17578125,51500.45703125,51522.16015625,51251.2421875,51697.42980375744,45337.497466362845,1.1402797395712723,Teej 🐳🟧,79720,You just had to be there. https://t.co/BJtoC5quqK ,13974,101605,8691699.0,[],-0.3337365686893463,0.8104729652404785,-0.8550124764442444
2024-02-18 20:00:00+00:00,51782.96875,51793.64453125,51793.64453125,51618.2578125,51807.84375,51780.08203125,51876.9765625,51737.4453125,50890.32082403274,44661.72140842014,1.1394616960383956,Edward Snowden,5825186,"Unpopular but true: Bitcoin is the most significant monetary advance since the creation of coinage.If you don't believe me or don't get it, I don't have time to try to convince you, sorry. ",10490,48731,3692955.0,[],0.8649210929870605,-0.23993487656116486,-1.0420933961868286
2024-02-28 16:00:00+00:00,60986.41796875,62513.48828125,62513.48828125,60986.41796875,61050.9296875,60961.44140625,61278.45703125,60666.73828125,52910.50974237351,48465.78285590278,1.0917085544596625,Richard Heart,346732,"$241,500 #Bitcoin? #BTC is up 30% from its ETF launch price 49 days ago. This is the opposite of what it did when I called the multi year bear tops on futures launch in 2017 around $20k and the $65k top years ago for the Coinbase IPO. Notice how I didn't call the top this time? I https://t.co/EeF86aXOdQ ",1387,3894,617389.0,"['Bitcoin', 'BTC']",-0.2669399678707123,0.7467963099479675,-0.9091826677322388
2024-02-28 15:00:00+00:00,61050.9296875,60961.44140625,61278.45703125,60666.73828125,60484.13671875,61146.53125,61146.53125,59894.37109375,52851.96656436012,48440.28335503472,1.0910746780110827,Michael Saylor⚡️,4122147,Laser Eyes until #Bitcoin Arrives https://t.co/IhNKXQ8Ocl ,3027,28757,907947.0,['Bitcoin'],-1.5662726163864136,1.7550907135009766,-0.5015637278556824
2024-02-26 23:00:00+00:00,54694.8203125,54528.9765625,54694.8203125,54483.09375,54658.33984375,54697.734375,54779.73046875,54511.27734375,51574.862699962796,47610.55227864583,1.0832653735691915,Jack Mallers,454853,"Before we go full bull: enough with the Satoshi speculation.It's dangerous, it's disrespectful, and it's fiat.#Bitcoin https://t.co/onGFZ1W5h4 ",705,4645,263115.0,['Bitcoin'],2.265305280685425,-0.8867737650871277,-2.020925521850586
2024-02-15 15:00:00+00:00,52661.12109375,51899.1640625,52670.58984375,51826.80078125,52253.23046875,52677.578125,52820.06640625,52148.11328125,48762.11916387649,43635.71325954861,1.1174818863126086,PlanB,2085334,#Bitcoin https://t.co/lte2Te1nvM ,994,8196,411313.0,['Bitcoin'],-0.9979248046875,1.8682358264923096,-1.338963270187378
2024-02-27 22:00:00+00:00,56722.8203125,56939.890625,56985.56640625,56674.83203125,56985.89453125,56651.44921875,56985.89453125,56636.61328125,52190.87062872024,48060.55565863715,1.0859398089239696,Not Jerome Powell,575692,Bitcoin is up 250% since Cramer said it’s a scam. Legendary https://t.co/L2qU7x7LwT ,700,6509,493878.0,[],0.8952332735061646,0.3927907347679138,-1.7158946990966797
2024-02-28 18:00:00+00:00,61414.78515625,61200.0625,61414.78515625,59474.65234375,62476.58984375,61387.96484375,63913.1328125,59381.46484375,53039.14780970982,48518.197102864586,1.0931805173481666,Not Jerome Powell,575692,Retail investors coming to invest in bitcoin right now https://t.co/DxmBkQUFr2 ,1083,10253,1216527.0,[],-1.7004872560501099,1.533807396888733,-0.16084511578083038
2024-02-28 13:00:00+00:00,59367.44140625,60544.22265625,60544.22265625,59358.27734375,58992.24609375,59347.33984375,59436.2421875,58950.796875,52735.109468005954,48387.840207248264,1.089842184361568,Babylon,530861,"AND. WE’RE. LIVE 🥳It's time to join the Bitcoin Staking Revolution🔶🔒Babylon Testnet, the first ever Trustless Native Bitcoin Staking protocol, is now officially live!Get involved, stake Signet #BTC and claim your free Pioneer Pass now.https://t.co/kdBgiu12Fq👇🧵 https://t.co/l0eZTmZzev ",52012,55202,1445869.0,['BTC'],-1.6040830612182617,1.0689697265625,0.5924572944641113
2024-02-27 05:00:00+00:00,55751.17578125,56115.96875,56186.21875,55667.4921875,55700.92578125,55685.65234375,56110.6640625,55642.36328125,51707.059407552086,47720.44112955729,1.0835411027985142,Inverse Cramer,327811,Bitcoin is up 41% since. Legend https://t.co/RwHkCuuFKw ,846,12702,761437.0,[],-1.7433959245681763,1.0317749977111816,0.15910159051418304
2024-02-18 22:00:00+00:00,51871.84375,52226.91796875,52341.01953125,51860.77734375,51789.85546875,51870.09765625,51925.4375,51770.5234375,50934.930268787204,44690.063416883684,1.1397372564377306,Robert Kiyosaki,2746400,BITCOIN to $100k by June 2024. ,4874,31984,4163301.0,[],-1.2518233060836792,1.311528205871582,-0.6216952204704285
2024-02-16 15:00:00+00:00,51941.9140625,51824.76171875,51941.9140625,51658.11328125,52485.87109375,51904.22265625,52537.96875,51817.0625,49619.588053385414,43938.310221354164,1.129301236288102,Dave Portnoy,3586366,I really fucked myself on #bitcoin https://t.co/iF8mhJTgZy ,342,4195,1608535.0,['bitcoin'],1.8699496984481812,-0.28798624873161316,-2.049785852432251
2024-02-13 04:00:00+00:00,49809.1796875,49934.19921875,49975.6640625,49809.1796875,49967.3203125,49810.265625,49967.3203125,49768.92578125,46210.11944289434,42972.58276909722,1.0753395878295993,Bitcoin Clown 🤡,17449,"Boomers who bought the #Bitcoin  ETF at 39K, 3 weeks ago, rn https://t.co/JkK9VRu1sh ",518,5093,423594.0,['Bitcoin'],-1.4075264930725098,1.5567573308944702,-0.6079393029212952
2024-03-25 23:00:00+00:00,70326.3203125,69962.140625,70470.6953125,69776.96875,69879.5859375,70344.8203125,70642.5703125,69879.5859375,65372.263764880954,65138.25734592014,1.0035924574665562,Jack Mallers,454857,"I'm a simple man.I own my business, the roof over my head, and #bitcoinThat's it. That's the ""portfolio"".Everything else is short #bitcoin. No thanks. https://t.co/0EmCcNlQeV ",768,6061,388462.0,"['bitcoin', 'bitcoin']",-0.7805476188659668,0.6063488125801086,-0.03554525598883629
2024-03-11 08:00:00+00:00,71018.75,71193.75,71607.515625,71018.75,69300.6796875,71066.59375,71213.7578125,69300.6796875,67397.16222563243,56903.51409505208,1.1844112494186507,CoinMarketCap,6675792,#Bitcoin at $70K! https://t.co/OdAcPPJGFt ,1596,8649,596060.0,['Bitcoin'],-1.6588001251220703,1.5745916366577148,-0.38787558674812317
2024-03-29 19:00:00+00:00,69495.9453125,69676.5859375,69676.5859375,69401.828125,69428.8046875,69486.28125,69599.8984375,69361.6171875,68207.99990699405,67121.7663140191,1.016183030522367,Michael Saylor⚡️,4121856,"My discussion with @LexFridman on #Bitcoin, Inflation, and the Future of Money has over 8.5 million views on YouTube and is my most popular interview to date. https://t.co/yUidYpZ4hB ",2105,13697,774435.0,['Bitcoin'],-2.0356850624084473,0.43817654252052307,1.2828227281570435
2024-03-15 00:00:00+00:00,71364.5546875,71920.2890625,72339.546875,71348.0078125,71449.6796875,71426.140625,71668.6484375,71385.65625,70449.359375,59781.70020073785,1.1784435561123516,Nayib Bukele,7352021,"We've decided to transfer a big chunk of our #Bitcoin to a cold wallet, and store that cold wallet in a physical vault within our national territory.You can call it our first #Bitcoin piggy bank 🇸🇻It's not much, but it's honest work 😂 https://t.co/dqzedykxT1 ",7167,49851,9228138.0,"['Bitcoin', 'Bitcoin']",-0.5360677242279053,0.597997784614563,-0.22038964927196503
